Document	Matched Term	Code	Concept Name	Semantic Type	Annotations	Certainty	ContextualAspect	ContextualModality	Degree	Experiencer	Permanence	Polarity	Temporality
19820821.txt	mg	RID11784	RID11784		mg/3674								
19820821.txt	patients	RID49815	RID49815		patients/3742								
19820821.txt	diameter	RID13432	RID13432		diameter/3766								
19820821.txt	child	RID5641	RID5641		child/3840								
19820821.txt	procedure	RID1559	RID1559		procedure/3883								
19820821.txt	old	RID5721	RID5721		old/3912								
19820821.txt	male	RID5653	RID5653		male/3916								
19820821.txt	patient	RID49815	RID49815		patient/3921								
19820821.txt	pediatric	RID34492	RID34492		pediatric/3946								
19820821.txt	after	RID39330	RID39330		after/3991								
19820821.txt	child	RID5641	RID5641		child/4058								
19820821.txt	no	RID28475	RID28475		no/4093								
19820821.txt	asthma	RID5327	RID5327		asthma/4107								
19820821.txt	fever	RID39083	RID39083		fever/4117								
19820821.txt	patient	RID49815	RID49815		patient/4163								
19820821.txt	good	RID39088	RID39088		good/4178								
19820821.txt	he	RID11764	RID11764		he/4199								
19820821.txt	mild	RID5671	RID5671		mild/4240								
19820821.txt	retraction	RID46033	RID46033		retraction/4255								
19820821.txt	respiratory	RID11182	RID11182		respiratory/4279								
19820821.txt	diffuse	RID5701	RID5701		diffuse/4346								
19820821.txt	Chest	RID1243	RID1243		Chest/4391								
19820821.txt	X ray	RID10345	RID10345		X/4397, ray/4399								
19820821.txt	interstitial	RID6251	RID6251		interstitial/4413								
19820821.txt	infiltrate	RID39317	RID39317		infiltrate/4426								
19820821.txt	right	RID5825	RID5825		right/4444								
19820821.txt	trachea	RID1247	RID1247		trachea/4468								
19820821.txt	normal	RID13173	RID13173		normal/4498								
19820821.txt	complete	RID5689	RID5689		complete/4525								
19820821.txt	complete	RID45847	RID45847		complete/4525								
19820821.txt	obstruction	RID4962	RID4962		obstruction/4534								
19820821.txt	lumen	RID5969	RID5969		lumen/4553								
19820821.txt	intermediate	RID5775	RID5775		intermediate/4566								
19820821.txt	bronchus	RID1249	RID1249		bronchus/4579								
19820821.txt	lung parenchyma	RID35739	RID35739		lung/4634, parenchyma/4639								
19820821.txt	normal	RID13173	RID13173		normal/4654								
19820821.txt	patient	RID49815	RID49815		patient/4666								
19820821.txt	bronchoscopy	RID50156	RID50156		bronchoscopy/4697								
19820821.txt	without	RID49854	RID49854		without/4800								
19820821.txt	complications	RID11525	RID11525		complications/4808								
19820821.txt	complications	RID5757	RID5757		complications/4808								
19820821.txt	old	RID5721	RID5721		old/4849								
19820821.txt	female	RID5654	RID5654		female/4853								
19820821.txt	patient	RID49815	RID49815		patient/4860								
19820821.txt	after	RID39330	RID39330		after/4903								
19820821.txt	patient	RID49815	RID49815		patient/5003								
19820821.txt	oral	RID11173	RID11173		oral/5023								
19820821.txt	previous	RID5726	RID5726		previous/5052								
19820821.txt	patient	RID49815	RID49815		patient/5185								
19820821.txt	good	RID39088	RID39088		good/5200								
19820821.txt	appearance	RID49903	RID49903		appearance/5270								
19820821.txt	normal	RID13173	RID13173		normal/5282								
19820821.txt	right hemithorax	RID29979	RID29979		right/5357, hemithorax/5363								
19820821.txt	rest	RID28947	RID28947		rest/5379								
19820821.txt	unremarkable	RID13173	RID13173		unremarkable/5407								
19820821.txt	Chest	RID1243	RID1243		Chest/5421								
19820821.txt	X ray	RID10345	RID10345		X/5427, ray/5429								
19820821.txt	right lung	RID1302	RID1302		right/5443, lung/5449								
19820821.txt	without	RID49854	RID49854		without/5470								
19820821.txt	consolidation	RID43255	RID43255		consolidation/5478								
19820821.txt	pleural effusion	RID34539	RID34539		pleural/5495, effusion/5503								
19820821.txt	trachea	RID1247	RID1247		trachea/5517								
19820821.txt	normal	RID13173	RID13173		normal/5547								
19820821.txt	right main bronchus	RID1250	RID1250		right/5613, main/5619, bronchus/5624								
19820821.txt	carina	RID1248	RID1248		carina/5646								
19820821.txt	well defined	RID34279	RID34279		well/5706, defined/5711								
19820821.txt	irregular	RID5809	RID5809		irregular/5720								
19820821.txt	borders	RID5951	RID5951		borders/5730								
19820821.txt	lumen	RID5969	RID5969		lumen/5765								
19820821.txt	patient	RID49815	RID49815		patient/5787								
19820821.txt	bronchoscopy	RID50156	RID50156		bronchoscopy/5822								
19820821.txt	consent	RID45848	RID45848		consent/5871								
19820821.txt	respiratory	RID11182	RID11182		respiratory/5931								
19820821.txt	complications	RID11525	RID11525		complications/5943								
19820821.txt	complications	RID5757	RID5757		complications/5943								
19820821.txt	patients	RID49815	RID49815		patients/6085								
19820821.txt	suspected	RID39175	RID39175		suspected/6094								
19820821.txt	after	RID39330	RID39330		after/6130								
19820821.txt	first	RID5996	RID5996		first/6249								
19820821.txt	air trapping	RID28537	RID28537		air/6324, trapping/6328								
19820821.txt	atelectasis	RID28493	RID28493		atelectasis/6338								
19820821.txt	shadows	RID34365	RID34365		shadows/6354								
19820821.txt	suggestive	RID39481	RID39481		suggestive/6362								
19820821.txt	radiopaque	RID6035	RID6035		radiopaque/6378								
19820821.txt	low	RID46059	RID46059		low/6447								
19820821.txt	reported	RID45924	RID45924		reported/6482								
19820821.txt	chest	RID1243	RID1243		chest/6496								
19820821.txt	X ray	RID10345	RID10345		X/6502, ray/6504								
19820821.txt	diagnosis	RID10394	RID10394		diagnosis/6566								
19820821.txt	absence	RID34780	RID34780		absence/6745								
19820821.txt	radiological order radiological	RID13060	RID13060		radiological/6756, order/6827, radiological/6845								
19820821.txt	diagnosis	RID10394	RID10394		diagnosis/6800								
19820821.txt	10	RID6014	RID6014		10/6820								
19820821.txt	fluoroscopy	RID10361	RID10361		fluoroscopy/6868								
19820821.txt	inhalation	RID11182	RID11182		inhalation/6908								
19820821.txt	lateral decubitus	RID10439	RID10439		lateral/6938, decubitus/6946								
19820821.txt	bronchoscopy	RID50156	RID50156		bronchoscopy/6982								
19820821.txt	patients	RID49815	RID49815		patients/7067								
19820821.txt	high	RID46060	RID46060		high/7095								
19820821.txt	possible	RID34	RID34		possible/7162								
19820821.txt	tracheobronchial tree	RID1246	RID1246		tracheobronchial/7209, tree/7226								
19820821.txt	patients	RID49815	RID49815		patients/7238								
19820821.txt	Images plane	RID10569	RID10569		Images/7278, plane/7298								
19820821.txt	axial plane	RID10579	RID10579		axial/7292, plane/7298								
19820821.txt	diagnosis	RID10394	RID10394		diagnosis/7360								
19820821.txt	bronchoscopy	RID50156	RID50156		bronchoscopy/7384								
19820821.txt	gold	RID11918	RID11918		gold/7409								
19820821.txt	diagnosis	RID10394	RID10394		diagnosis/7431								
19820821.txt	tracheobronchial tree	RID1246	RID1246		tracheobronchial/7474, tree/7491								
19820821.txt	invasive	RID5680	RID5680		invasive/7515								
19820821.txt	procedure	RID1559	RID1559		procedure/7524								
19820821.txt	general anesthesia	RID11007	RID11007		general/7550, anesthesia/7558								
19820821.txt	complications	RID11525	RID11525		complications/7583								
19820821.txt	complications	RID5757	RID5757		complications/7583								
19820821.txt	11	RID6016	RID6016		11/7598								
19820821.txt	12	RID6018	RID6018		12/7601								
19820821.txt	conventional tomography	RID10358	RID10358		conventional/7781, tomography/7794								
19820821.txt	increased	RID36043	RID36043		increased/7816								
19820821.txt	reconstruction	RID28665	RID28665		reconstruction/7943								
19820821.txt	procedure	RID1559	RID1559		procedure/8010								
19820821.txt	tube	RID5555	RID5555		tube/8140								
19820821.txt	minimum	RID39163	RID39163		minimum/8168								
19820821.txt	patient	RID49815	RID49815		patient/8223								
19820821.txt	minimal	RID5670	RID5670		minimal/8247								
19820821.txt	good	RID39088	RID39088		good/8276								
19820821.txt	quality image	RID10	RID10		quality/8281, image/8289								
19820821.txt	pediatric	RID34492	RID34492		pediatric/8367								
19820821.txt	patients	RID49815	RID49815		patients/8377								
19820821.txt	suspected	RID39175	RID39175		suspected/8391								
19820821.txt	respiratory	RID11182	RID11182		respiratory/8480								
19820821.txt	normal	RID13173	RID13173		normal/8554								
19820821.txt	without	RID49854	RID49854		without/8562								
19820821.txt	obstruction	RID4962	RID4962		obstruction/8596								
19820821.txt	bronchoscopy	RID50156	RID50156		bronchoscopy/8633								
19820821.txt	superior	RID5822	RID5822		superior/8654								
19820821.txt	means	RID39224	RID39224		means/8751								
19820821.txt	bronchoscopy	RID50156	RID50156		bronchoscopy/8780								
19820821.txt	patients	RID49815	RID49815		patients/8796								
19820821.txt	suspected	RID39175	RID39175		suspected/8810								
19820821.txt	bronchoscopy	RID50156	RID50156		bronchoscopy/8918								
19820821.txt	12	RID6018	RID6018		12/9012								
19820821.txt	bronchoscopy	RID50156	RID50156		bronchoscopy/9091								
19820821.txt	patients	RID49815	RID49815		patients/9107								
19820821.txt	suspected	RID39175	RID39175		suspected/9121								
19820821.txt	new	RID5720	RID5720		new/9172								
19820821.txt	bronchoscopy	RID50156	RID50156		bronchoscopy/9229								
19820821.txt	location	RID39038	RID39038		location/9335								
19820821.txt	means	RID39224	RID39224		means/9429								
19820821.txt	possible	RID34	RID34		possible/9454								
19820821.txt	false	RID49835	RID49835		false/9500								
19820821.txt	positive	RID49898	RID49898		positive/9506								
19820821.txt	purulent	RID39154	RID39154		purulent/9552								
19820821.txt	tumor	RID3957	RID3957		tumor/9607								
19820821.txt	mass	RID3874	RID3874		mass/9613								
19820821.txt	mass	RID39466	RID39466		mass/9613								
19820821.txt	mass	RID39056	RID39056		mass/9613								
19820821.txt	mass	RID34373	RID34373		mass/9613								
19820821.txt	mass	RID39055	RID39055		mass/9613								
19820821.txt	lumen	RID5969	RID5969		lumen/9640								
19820821.txt	review	RID45932	RID45932		review/9680								
19820821.txt	respiratory	RID11182	RID11182		respiratory/9725								
19820821.txt	endoscopy	RID45710	RID45710		endoscopy/9737								
19820821.txt	centers	RID39033	RID39033		centers/9757								
19820821.txt	order	RID45813	RID45813		order/9784								
19820821.txt	treatment	RID8	RID8		treatment/9806								
19820821.txt	patients	RID49815	RID49815		patients/9819								
19820821.txt	suspected	RID39175	RID39175		suspected/9828								
19820821.txt	suspected	RID39175	RID39175		suspected/9944								
19820821.txt	location	RID39038	RID39038		location/9971								
19820821.txt	lung parenchyma	RID35739	RID35739		lung/10026, parenchyma/10031								
19820821.txt	without	RID49854	RID49854		without/10092								
19820821.txt	anesthesia	RID11006	RID11006		anesthesia/10100								
19820821.txt	viable	RID28821	RID28821		viable/10128								
19820821.txt	new	RID5720	RID5720		new/10195								
19820821.txt	bronchoscopy	RID50156	RID50156		bronchoscopy/10291								
19820821.txt	general anesthesia	RID11007	RID11007		general/10309, anesthesia/10317								
19820821.txt	airway	RID1245	RID1245		airway/10400								
19851640.txt	Coronary artery	RID35862	RID35862		Coronary/8, artery/17								
19851640.txt	Coronary artery	RID28727	RID28727		Coronary/8, artery/17								
19851640.txt	graft	RID3751	RID3751		graft/31								
19851640.txt	procedure	RID1559	RID1559		procedure/66								
19851640.txt	indications	RID49442	RID49442		indications/97								
19851640.txt	possible	RID34	RID34		possible/154								
19851640.txt	after	RID39330	RID39330		after/163								
19851640.txt	none	RID28454	RID28454		none/294								
19851640.txt	invasive	RID5680	RID5680		invasive/329								
19851640.txt	pre operative	RID28815	RID28815		pre/362, operative/366								
19851640.txt	Computed tomography	RID10321	RID10321		Computed/382, tomography/391								
19851640.txt	angiography	RID10371	RID10371		angiography/402								
19851640.txt	invasive	RID5680	RID5680		invasive/453								
19851640.txt	report	RID28487	RID28487		report/490								
19851640.txt	pre operative	RID28815	RID28815		pre/575, operative/579								
19851640.txt	coronary arteries	RID35862	RID35862		coronary/598, arteries/607								
19851640.txt	coronary arteries	RID28727	RID28727		coronary/598, arteries/607								
19851640.txt	Angiography	RID10371	RID10371		Angiography/648								
19851640.txt	Tomography Computed	RID10321	RID10321		Tomography/691, Computed/712								
19851640.txt	Coronary artery	RID35862	RID35862		Coronary/737, artery/746								
19851640.txt	Coronary artery	RID28727	RID28727		Coronary/737, artery/746								
19851640.txt	graft	RID3751	RID3751		graft/760								
19851640.txt	procedure	RID1559	RID1559		procedure/795								
19851640.txt	indications	RID49442	RID49442		indications/826								
19851640.txt	possible	RID34	RID34		possible/883								
19851640.txt	after	RID39330	RID39330		after/892								
19851640.txt	stenosis	RID5016	RID5016		stenosis/1009								
19851640.txt	graft	RID3751	RID3751		graft/1035								
19851640.txt	invasive	RID5680	RID5680		invasive/1141								
19851640.txt	none	RID28454	RID28454		none/1160								
19851640.txt	invasive	RID5680	RID5680		invasive/1195								
19851640.txt	pre operative	RID28815	RID28815		pre/1228, operative/1232								
19851640.txt	vessel	RID4	RID4		vessel/1276								
19851640.txt	order	RID45813	RID45813		order/1298								
19851640.txt	computed tomography	RID10321	RID10321		computed/1339, tomography/1348								
19851640.txt	angiography	RID10371	RID10371		angiography/1359								
19851640.txt	CT	RID10321	RID10321		CT/1402								
19851640.txt	invasive	RID5680	RID5680		invasive/1439								
19851640.txt	high	RID46060	RID46060		high/1473								
19851640.txt	gold	RID11918	RID11918		gold/1547								
19851640.txt	focus	RID3874	RID3874		focus/1579								
19851640.txt	focus	RID34301	RID34301		focus/1579								
19851640.txt	focus	RID39055	RID39055		focus/1579								
19851640.txt	surgery	RID1560	RID1560		surgery/1618								
19851640.txt	patency	RID11506	RID11506		patency/1655								
19851640.txt	no	RID28475	RID28475		no/1689								
19851640.txt	reports	RID28487	RID28487		reports/1692								
19851640.txt	reports	RID45924	RID45924		reports/1692								
19851640.txt	CT	RID10321	RID10321		CT/1728								
19851640.txt	pre operative	RID28815	RID28815		pre/1743, operative/1747								
19851640.txt	report	RID28487	RID28487		report/1793								
19851640.txt	pre operative	RID28815	RID28815		pre/1868, operative/1872								
19851640.txt	coronary artery	RID35862	RID35862		coronary/1891, artery/1900								
19851640.txt	coronary artery	RID28727	RID28727		coronary/1891, artery/1900								
19851640.txt	Reports	RID28487	RID28487		Reports/1926								
19851640.txt	Reports	RID45924	RID45924		Reports/1926								
19851640.txt	old	RID5721	RID5721		old/1951								
19851640.txt	male	RID5653	RID5653		male/1955								
19851640.txt	patient	RID49815	RID49815		patient/1960								
19851640.txt	stable	RID5734	RID5734		stable/1974								
19851640.txt	hypertension	RID39097	RID39097		hypertension/2033								
19851640.txt	high	RID46060	RID46060		high/2047								
19851640.txt	routine	RID10392	RID10392		routine/2130								
19851640.txt	invasive	RID5680	RID5680		invasive/2158								
19851640.txt	stress	RID10476	RID10476		stress/2167								
19851640.txt	echocardiogram	RID39220	RID39220		echocardiogram/2180								
19851640.txt	ischemic	RID34375	RID34375		ischemic/2206								
19851640.txt	ischemic	RID6285	RID6285		ischemic/2206								
19851640.txt	anterior	RID5818	RID5818		anterior/2227								
19851640.txt	left ventricle wall	RID39303	RID39303		left/2236, ventricle/2241, wall/2251								
19851640.txt	normal	RID13173	RID13173		normal/2272								
19851640.txt	diameters	RID13432	RID13432		diameters/2318								
19851640.txt	present	RID28472	RID28472		present/2346								
19851640.txt	single	RID5762	RID5762		single/2418								
19851640.txt	severe	RID5673	RID5673		severe/2425								
19851640.txt	obstruction	RID4962	RID4962		obstruction/2432								
19851640.txt	proximal left anterior descending artery	RID491	RID491		proximal/2451, left/2460, anterior/2465, descending/2474, artery/2491								
19851640.txt	LAD	RID490	RID490		LAD/2486								
19851640.txt	No	RID28475	RID28475		No/2499								
19851640.txt	artifact	RID11296	RID11296		artifact/2502								
19851640.txt	present	RID28472	RID28472		present/2523								
19851640.txt	good	RID39088	RID39088		good/2555								
19851640.txt	vessel	RID4	RID4		vessel/2581								
19851640.txt	Superimposing images	RID29025	RID29025		Superimposing/2617, images/2634								
19851640.txt	ischemic	RID34375	RID34375		ischemic/2648								
19851640.txt	ischemic	RID6285	RID6285		ischemic/2648								
19851640.txt	invasive	RID5680	RID5680		invasive/2678								
19851640.txt	assessment	RID36026	RID36026		assessment/2710								
19851640.txt	stenosis	RID5016	RID5016		stenosis/2749								
19851640.txt	patient's	RID49815	RID49815		patient's/2763								
19851640.txt	informed consent	RID45873	RID45873		informed/2782, consent/2791								
19851640.txt	patient	RID49815	RID49815		patient/2817								
19851640.txt	left	RID5824	RID5824		left/2858								
19851640.txt	internal mammary artery	RID823	RID823		internal/2863, mammary/2872, artery/2880								
19851640.txt	LAD	RID490	RID490		LAD/2897								
19851640.txt	graft	RID3751	RID3751		graft/2901								
19851640.txt	Intra operative	RID39334	RID39334		Intra/2922, operative/2928								
19851640.txt	post operative	RID5729	RID5729		post/2942, operative/2947								
19851640.txt	invasive	RID5680	RID5680		invasive/2998								
19851640.txt	ischemic	RID34375	RID34375		ischemic/3007								
19851640.txt	ischemic	RID6285	RID6285		ischemic/3007								
19851640.txt	ischemia	RID3376	RID3376		ischemia/3044								
19851640.txt	patient	RID49815	RID49815		patient/3061								
19851640.txt	asymptomatic	RID38811	RID38811		asymptomatic/3076								
19851640.txt	old	RID5721	RID5721		old/3107								
19851640.txt	male	RID5653	RID5653		male/3111								
19851640.txt	patient	RID49815	RID49815		patient/3116								
19851640.txt	previous	RID5726	RID5726		previous/3130								
19851640.txt	myocardial infarction	RID3236	RID3236		myocardial/3139, infarction/3150								
19851640.txt	multiple	RID5765	RID5765		multiple/3165								
19851640.txt	hypertension	RID39097	RID39097		hypertension/3201								
19851640.txt	diabetes	RID39048	RID39048		diabetes/3218								
19851640.txt	stable	RID5734	RID5734		stable/3258								
19851640.txt	positive	RID49898	RID49898		positive/3278								
19851640.txt	invasive	RID5680	RID5680		invasive/3292								
19851640.txt	ischemic	RID34375	RID34375		ischemic/3302								
19851640.txt	ischemic	RID6285	RID6285		ischemic/3302								
19851640.txt	single	RID5762	RID5762		single/3395								
19851640.txt	severe	RID5673	RID5673		severe/3402								
19851640.txt	obstruction	RID4962	RID4962		obstruction/3409								
19851640.txt	proximal	RID5829	RID5829		proximal/3428								
19851640.txt	LAD	RID490	RID490		LAD/3437								
19851640.txt	No	RID28475	RID28475		No/3442								
19851640.txt	artifact	RID11296	RID11296		artifact/3445								
19851640.txt	present	RID28472	RID28472		present/3466								
19851640.txt	good	RID39088	RID39088		good/3498								
19851640.txt	vessel	RID4	RID4		vessel/3524								
19851640.txt	Superimposing images	RID29025	RID29025		Superimposing/3545, images/3562								
19851640.txt	ischemic	RID34375	RID34375		ischemic/3576								
19851640.txt	ischemic	RID6285	RID6285		ischemic/3576								
19851640.txt	invasive	RID5680	RID5680		invasive/3606								
19851640.txt	assessment	RID36026	RID36026		assessment/3638								
19851640.txt	stenosis	RID5016	RID5016		stenosis/3677								
19851640.txt	patient's	RID49815	RID49815		patient's/3691								
19851640.txt	informed consent	RID45873	RID45873		informed/3710, consent/3719								
19851640.txt	patient	RID49815	RID49815		patient/3745								
19851640.txt	LAD	RID490	RID490		LAD/3791								
19851640.txt	graft	RID3751	RID3751		graft/3795								
19851640.txt	Intra operative	RID39334	RID39334		Intra/3816, operative/3822								
19851640.txt	post operative	RID5729	RID5729		post/3836, operative/3841								
19851640.txt	invasive	RID5680	RID5680		invasive/3892								
19851640.txt	ischemic	RID34375	RID34375		ischemic/3901								
19851640.txt	ischemic	RID6285	RID6285		ischemic/3901								
19851640.txt	ischemia	RID3376	RID3376		ischemia/3943								
19851640.txt	patient	RID49815	RID49815		patient/3960								
19851640.txt	asymptomatic	RID38811	RID38811		asymptomatic/3975								
19851640.txt	first	RID5996	RID5996		first/4004								
19851640.txt	reports	RID28487	RID28487		reports/4010								
19851640.txt	reports	RID45924	RID45924		reports/4010								
19851640.txt	inadequate	RID39106	RID39106		inadequate/4161								
19851640.txt	ECG gating	RID11250	RID11250		ECG/4202, gating/4206								
19851640.txt	news	RID5720	RID5720		news/4245								
19851640.txt	reported	RID45924	RID45924		reported/4259								
19851640.txt	New	RID5720	RID5720		New/4286								
19851640.txt	improved	RID39105	RID39105		improved/4336								
19851640.txt	invasive	RID5680	RID5680		invasive/4409								
19851640.txt	high	RID46060	RID46060		high/4442								
19851640.txt	assess	RID36026	RID36026		assess/4508								
19851640.txt	grafts	RID3751	RID3751		grafts/4519								
19851640.txt	vessels	RID4	RID4		vessels/4551								
19851640.txt	vessels	RID39545	RID39545		vessels/4551								
19851640.txt	report	RID28487	RID28487		report/4711								
19851640.txt	diagnostic	RID39446	RID39446		diagnostic/4733								
19851640.txt	lesions	RID3874	RID3874		lesions/4773								
19851640.txt	lesions	RID34301	RID34301		lesions/4773								
19851640.txt	lesions	RID38780	RID38780		lesions/4773								
19851640.txt	lesions	RID39055	RID39055		lesions/4773								
19851640.txt	patients	RID49815	RID49815		patients/4784								
19851640.txt	suspected	RID39175	RID39175		suspected/4798								
19851640.txt	coronary artery	RID35862	RID35862		coronary/4808, artery/4817								
19851640.txt	coronary artery	RID28727	RID28727		coronary/4808, artery/4817								
19851640.txt	good	RID39088	RID39088		good/4852								
19851640.txt	re	RID11910	RID11910		re/4946								
19851640.txt	re	RID6597	RID6597		re/4946								
19851640.txt	patients	RID49815	RID49815		patients/4959								
19851640.txt	calcium	RID11800	RID11800		calcium/4981								
19851640.txt	artifacts	RID11296	RID11296		artifacts/4989								
19851640.txt	image quality	RID10	RID10		image/5006, quality/5012								
19851640.txt	retrograde flow	RID5936	RID5936		retrograde/5106, flow/5117								
19851640.txt	distal	RID5830	RID5830		distal/5165								
19851640.txt	base	RID5949	RID5949		base/5290								
19851640.txt	invasive	RID5680	RID5680		invasive/5338								
19851640.txt	invasive	RID5680	RID5680		invasive/5416								
19851640.txt	grafts	RID3751	RID3751		grafts/5449								
19851640.txt	vessels	RID4	RID4		vessels/5518								
19851640.txt	vessels	RID39545	RID39545		vessels/5518								
19851640.txt	new	RID5720	RID5720		new/5540								
19851640.txt	order	RID45813	RID45813		order/5574								
19851640.txt	hand	RID2318	RID2318		hand/5659								
19851640.txt	rapid	RID34329	RID34329		rapid/5691								
19851640.txt	invasive	RID5680	RID5680		invasive/5705								
19851640.txt	invasive	RID5680	RID5680		invasive/5779								
19851640.txt	angiography	RID10371	RID10371		angiography/5797								
19851640.txt	low	RID46059	RID46059		low/5812								
19851640.txt	complications	RID11525	RID11525		complications/5825								
19851640.txt	complications	RID5757	RID5757		complications/5825								
19851640.txt	increased	RID36043	RID36043		increased/5928								
19851640.txt	invasive	RID5680	RID5680		invasive/5960								
19851640.txt	re	RID11910	RID11910		re/5983								
19851640.txt	re	RID6597	RID6597		re/5983								
19851640.txt	patients	RID49815	RID49815		patients/5996								
19851640.txt	graft	RID3751	RID3751		graft/6054								
19851640.txt	patency	RID11506	RID11506		patency/6102								
19851640.txt	limited	RID5684	RID5684		limited/6168								
19851640.txt	small	RID5774	RID5774		small/6181								
19851640.txt	patients	RID49815	RID49815		patients/6197								
19851640.txt	well defined	RID34279	RID34279		well/6211, defined/6216								
19851640.txt	lesions	RID3874	RID3874		lesions/6224								
19851640.txt	lesions	RID34301	RID34301		lesions/6224								
19851640.txt	lesions	RID38780	RID38780		lesions/6224								
19851640.txt	lesions	RID39055	RID39055		lesions/6224								
19851640.txt	no	RID28475	RID28475		no/6233								
19851640.txt	calcium	RID11800	RID11800		calcium/6244								
19851640.txt	artifacts	RID11296	RID11296		artifacts/6278								
19851640.txt	absence	RID34780	RID34780		absence/6293								
19851640.txt	low	RID46059	RID46059		low/6352								
19851640.txt	computed tomography	RID10321	RID10321		computed/6415, tomography/6424								
19851640.txt	computed images	RID12753	RID12753		computed/6415, images/6435								
19851640.txt	artifacts	RID11296	RID11296		artifacts/6465								
19851640.txt	improved	RID39105	RID39105		improved/6480								
19851640.txt	acquisition	RID28660	RID28660		acquisition/6489								
19851640.txt	probably	RID33	RID33		probably/6512								
19851640.txt	gold	RID11918	RID11918		gold/6573								
19851640.txt	invasive	RID5680	RID5680		invasive/6587								
19851640.txt	coronary artery	RID35862	RID35862		coronary/6667, artery/6676								
19851640.txt	coronary artery	RID28727	RID28727		coronary/6667, artery/6676								
19851640.txt	assessment	RID36026	RID36026		assessment/6691								
19851640.txt	treatment	RID8	RID8		treatment/6706								
19851640.txt	patient	RID49815	RID49815		patient/6752								
19851640.txt	no	RID28475	RID28475		no/6882								
19851640.txt	pressure	RID13034	RID13034		pressure/6902								
19851640.txt	catheter	RID5576	RID5576		catheter/6925								
19851640.txt	probably	RID33	RID33		probably/6999								
19851640.txt	adequate	RID39308	RID39308		adequate/7035								
19851640.txt	graft	RID3751	RID3751		graft/7064								
19851640.txt	assessment	RID36026	RID36026		assessment/7088								
19851640.txt	pre operative	RID28815	RID28815		pre/7160, operative/7164								
19851640.txt	post operative	RID5729	RID5729		post/7178, operative/7183								
19851640.txt	possible	RID34	RID34		possible/7206								
19851640.txt	invasive	RID5680	RID5680		invasive/7228								
19851640.txt	pre operative	RID28815	RID28815		pre/7324, operative/7328								
19851640.txt	treatment	RID8	RID8		treatment/7364								
19851640.txt	No	RID28475	RID28475		No/7422								
19851640.txt	reported	RID45924	RID45924		reported/7485								
19851640.txt	no	RID28475	RID28475		no/7525								
19851640.txt	external	RID49572	RID49572		external/7528								
19851640.txt	post	RID39330	RID39330		post/7625								
19936506.txt	mammography	RID10357	RID10357		mammography/79								
19936506.txt	mammography	RID10357	RID10357		mammography/282								
19936506.txt	mammography	RID10357	RID10357		mammography/352								
19936506.txt	without	RID49854	RID49854		without/428								
19936506.txt	fixed	RID5722	RID5722		fixed/438								
19936506.txt	para	RID28692	RID28692		para/765								
19936506.txt	Chronic	RID5719	RID5719		Chronic/887								
19936506.txt	without	RID49854	RID49854		without/933								
19936506.txt	female	RID5654	RID5654		female/1013								
19936506.txt	without	RID49854	RID49854		without/1041								
19936506.txt	capitals	RID2197	RID2197		capitals/1134								
19936506.txt	mammography	RID10357	RID10357		mammography/1162								
19936506.txt	capitals	RID2197	RID2197		capitals/1227								
19936506.txt	Porto	RID28550	RID28550		Porto/1259								
19936506.txt	mammography	RID10357	RID10357		mammography/1670								
19936506.txt	designs	RID39445	RID39445		designs/1757								
19936506.txt	mammography	RID10357	RID10357		mammography/1790								
19936506.txt	without	RID49854	RID49854		without/1959								
19936506.txt	fixed	RID5722	RID5722		fixed/1969								
19936506.txt	low	RID46059	RID46059		low/2017								
19936506.txt	fixed	RID5722	RID5722		fixed/2021								
19936506.txt	Mammography	RID10357	RID10357		Mammography/2065								
19936506.txt	para	RID28692	RID28692		para/2230								
19936506.txt	base	RID5949	RID5949		base/2505								
19936506.txt	base	RID5949	RID5949		base/2526								
19936506.txt	se	RID11828	RID11828		se/2722								
19936506.txt	para	RID28692	RID28692		para/2931								
19936506.txt	para	RID28692	RID28692		para/3223								
19936506.txt	para	RID28692	RID28692		para/3264								
19936506.txt	se	RID11828	RID11828		se/3299								
19936506.txt	Porto	RID28550	RID28550		Porto/3381								
19936506.txt	inferior	RID5823	RID5823		inferior/3540								
19936506.txt	para	RID28692	RID28692		para/3654								
19936506.txt	Mammography	RID10357	RID10357		Mammography/4238								
19936506.txt	breast cancer	RID45682	RID45682		breast/4342, cancer/4349								
19936506.txt	several	RID5763	RID5763		several/4369								
19936506.txt	mammography	RID10357	RID10357		mammography/4585								
19936506.txt	first	RID5996	RID5996		first/4733								
19936506.txt	reported	RID45924	RID45924		reported/4912								
19936506.txt	Morbidity	RID11524	RID11524		Morbidity/4921								
19936506.txt	capitals	RID2197	RID2197		capitals/5007								
19936506.txt	mammography	RID10357	RID10357		mammography/5017								
19936506.txt	previous	RID5726	RID5726		previous/5049								
19936506.txt	locations	RID39038	RID39038		locations/5081								
19936506.txt	PA	RID28625	RID28625		PA/5119								
19936506.txt	second	RID5998	RID5998		second/5153								
19936506.txt	mammography	RID10357	RID10357		mammography/5160								
19936506.txt	third	RID6000	RID6000		third/5438								
19936506.txt	para	RID28692	RID28692		para/5924								
19936506.txt	Chronic	RID5719	RID5719		Chronic/6046								
19936506.txt	mammography	RID10357	RID10357		mammography/6089								
19936506.txt	capitals	RID2197	RID2197		capitals/6190								
19936506.txt	fixed	RID5722	RID5722		fixed/6513								
